country,article_title,revision_id,article_quality,population,region
Colombia,Vicky Colbert,1091117036,Start,49.1,SOUTH AMERICA
Colombia,Alfredo Cuello Baute,1069156229,Start,49.1,SOUTH AMERICA
Colombia,Alfonso Dávila Ortiz,1113714301,C,49.1,SOUTH AMERICA
Colombia,Luis Eduardo Díaz Granados,1110442663,Stub,49.1,SOUTH AMERICA
Colombia,Olga Duque de Ospina,1109585707,Stub,49.1,SOUTH AMERICA
Colombia,Eduardo Enríquez Maya,1098426482,Stub,49.1,SOUTH AMERICA
Colombia,Miguel Amín Escaf,1093469846,Stub,49.1,SOUTH AMERICA
Colombia,Juan Carlos Esguerra Portocarrero,1098142521,Stub,49.1,SOUTH AMERICA
Colombia,Juan García del Río,1093469869,Stub,49.1,SOUTH AMERICA
Colombia,Daniel García-Peña,1115014530,Start,49.1,SOUTH AMERICA
Colombia,Enrique Gil Botero,1098143608,GA,49.1,SOUTH AMERICA
Colombia,Guillermo González (politician),1100266370,Stub,49.1,SOUTH AMERICA
Colombia,Bernardo Guerra Serna,1098592157,Stub,49.1,SOUTH AMERICA
Colombia,Carlos Mauro Hoyos,1093469494,C,49.1,SOUTH AMERICA
Colombia,Augusto Ibáñez Guzmán,1110600534,Start,49.1,SOUTH AMERICA
Colombia,Gilma Jiménez,1069225684,Stub,49.1,SOUTH AMERICA
Colombia,Roberto Junguito,1101933538,Stub,49.1,SOUTH AMERICA
Colombia,Maria Claudia Lacouture,967534978,Start,49.1,SOUTH AMERICA
Colombia,Rodrigo Lara,1108143692,C,49.1,SOUTH AMERICA
Colombia,Rodrigo Hernán Lloreda Caicedo,1098157236,Start,49.1,SOUTH AMERICA
Colombia,Francisco José Lloreda Mera,1098157353,C,49.1,SOUTH AMERICA
Colombia,Fernando Londoño,1108751103,Start,49.1,SOUTH AMERICA
Colombia,Jorge Eduardo Londoño,1106087943,Stub,49.1,SOUTH AMERICA
Colombia,Lorenzo Muelas,1108518143,Start,49.1,SOUTH AMERICA
Colombia,David Luna Sánchez,1105236330,Stub,49.1,SOUTH AMERICA
Colombia,Iván Marulanda,1099901662,Start,49.1,SOUTH AMERICA
Colombia,Carlos Eduardo Medellín Becerra,1101582912,Start,49.1,SOUTH AMERICA
Colombia,Germán Montoya Vélez,1028093034,Stub,49.1,SOUTH AMERICA
Colombia,Narciso Matus Torres,1093468993,Stub,49.1,SOUTH AMERICA
Colombia,Elsa Noguera,1113697578,Stub,49.1,SOUTH AMERICA
Colombia,Antonio Ordoñez-Plaja,1069205558,Stub,49.1,SOUTH AMERICA
Colombia,Fernando Ospina Hernández,1099438511,Stub,49.1,SOUTH AMERICA
Colombia,Enrique Parejo González,1102081415,Stub,49.1,SOUTH AMERICA
Colombia,Carlos Pizarro Leongómez,1110236454,C,49.1,SOUTH AMERICA
Colombia,Daniel Quintero,1097150360,C,49.1,SOUTH AMERICA
Colombia,Juan Camilo Quintero,1015926064,Stub,49.1,SOUTH AMERICA
Colombia,Manuel María Ramírez Fortoul,1009609097,Start,49.1,SOUTH AMERICA
Colombia,Juan José Reyes-Patria Escobar,1110346302,C,49.1,SOUTH AMERICA
Colombia,Jorge Enrique Robledo,1104503680,Start,49.1,SOUTH AMERICA
Colombia,Ángela Robledo,1101671356,Start,49.1,SOUTH AMERICA
Colombia,Antonio Roldán Betancur,1091776306,Start,49.1,SOUTH AMERICA
Colombia,Gabriel Camargo Salamanca,1115402463,Start,49.1,SOUTH AMERICA
Colombia,Juana de J. Sarmiento,1057118875,Start,49.1,SOUTH AMERICA
Colombia,Yaneth Giha Tovar,1109010810,Stub,49.1,SOUTH AMERICA
Colombia,Eduardo Valencia Ospina,1112726542,Start,49.1,SOUTH AMERICA
Colombia,José María Vergara y Vergara,1069225799,Start,49.1,SOUTH AMERICA
Colombia,Luis Villar Borda,1098170341,Stub,49.1,SOUTH AMERICA
Colombia,Luis Carlos Villegas Echeverri,1039895903,Stub,49.1,SOUTH AMERICA
Comoros,Mouzawar Abdallah,1045629825,Stub,0.8,EASTERN AFRICA
Comoros,Moustadroine Abdou,1112938235,Stub,0.8,EASTERN AFRICA
Comoros,Ibrahim Aboubacar,1104075788,Start,0.8,EASTERN AFRICA
Comoros,Mohamed Ahmed-Chamanga,962865723,Stub,0.8,EASTERN AFRICA
Comoros,Saïd Ibrahim Ben Ali,1051416555,Start,0.8,EASTERN AFRICA
Comoros,Mohamed Bacar,1045488214,C,0.8,EASTERN AFRICA
Comoros,Chamina Ben Mohamed,1091671184,Stub,0.8,EASTERN AFRICA
Comoros,Saïd Mohamed Cheikh,1036446434,Start,0.8,EASTERN AFRICA
Comoros,Mohamed Dahalani,1070905174,Stub,0.8,EASTERN AFRICA
Comoros,Dawiat Mohamed,1112068629,Stub,0.8,EASTERN AFRICA
Comoros,Ahmed Ben Said Djaffar,1103330010,Stub,0.8,EASTERN AFRICA
Comoros,Abdou Soulé Elbak,1039771007,Stub,0.8,EASTERN AFRICA
Comoros,Fahmi Said Ibrahim,936630092,Stub,0.8,EASTERN AFRICA
Comoros,Gaston Feuillard,906903655,Stub,0.8,EASTERN AFRICA
Comoros,Siti Kassim,1112069104,Start,0.8,EASTERN AFRICA
Comoros,Said Ali Kemal,1054672013,Start,0.8,EASTERN AFRICA
Comoros,Sittou Raghadat Mohamed,1069963767,Start,0.8,EASTERN AFRICA
Comoros,Djaffar Ahmed Said,1112420866,Stub,0.8,EASTERN AFRICA
Comoros,Abdallah Said Sarouma,1043132737,Stub,0.8,EASTERN AFRICA
Comoros,Moussa Toybou,790006774,Stub,0.8,EASTERN AFRICA
Congo,Léon Angor,1077197673,Start,6.0,MIDDLE AFRICA
Congo,Joseph Badiabio,1034243441,Start,6.0,MIDDLE AFRICA
Congo,Frédéric Bintsamou,1058667713,Start,6.0,MIDDLE AFRICA
Congo,Jean-Jacques Bouya,1105758730,C,6.0,MIDDLE AFRICA
Congo,Anatole Collinet Makosso,1103554666,Start,6.0,MIDDLE AFRICA
Congo,Edgard Diafouka-Bambela,1106259287,Start,6.0,MIDDLE AFRICA
Congo,Fidèle Dimou,1106164994,Start,6.0,MIDDLE AFRICA
Congo,Gabriel Entcha-Ebia,1106165202,Start,6.0,MIDDLE AFRICA
Congo,Gabriel Valère Eteka Yemet,1099409330,Start,6.0,MIDDLE AFRICA
Congo,Albert Fourvelle,826516065,Stub,6.0,MIDDLE AFRICA
Congo,Pascal Gamassa,1058791873,C,6.0,MIDDLE AFRICA
Congo,Pierre Goura,1093895340,Start,6.0,MIDDLE AFRICA
Congo,Gustave Aba-Gandzion,1109342095,Stub,6.0,MIDDLE AFRICA
Congo,Joseph Hondjuila Miokono,1110821843,Start,6.0,MIDDLE AFRICA
Congo,André Kerhervé,938502932,Stub,6.0,MIDDLE AFRICA
Congo,Pierre Mabiala,1103554982,C,6.0,MIDDLE AFRICA
Congo,Alice Mahoungou,1045092171,Stub,6.0,MIDDLE AFRICA
Congo,Paulin Makaya,1112682469,C,6.0,MIDDLE AFRICA
Congo,Jean-Pierre Makouta-Mboukou,1043693914,C,6.0,MIDDLE AFRICA
Congo,Jean Malonga,1079975770,Stub,6.0,MIDDLE AFRICA
Congo,André Matsoua,1112277858,Start,6.0,MIDDLE AFRICA
Congo,Ferdinand Mbahou,1016976234,Start,6.0,MIDDLE AFRICA
Congo,Justin Mikolo-Kinzonzi,1110228735,Start,6.0,MIDDLE AFRICA
Congo,Bonaventure Mizidy,976591922,Stub,6.0,MIDDLE AFRICA
Congo,Émile Mokoko Wongolo,1106513766,Start,6.0,MIDDLE AFRICA
Congo,Jean-Marie Mokoko,1084934250,C,6.0,MIDDLE AFRICA
Congo,René-Dambert Ndouane,934383492,C,6.0,MIDDLE AFRICA
Congo,Jean-Dominique Okemba,1080590362,C,6.0,MIDDLE AFRICA
Congo,Denis-Christel Sassou Nguesso,1112420082,C,6.0,MIDDLE AFRICA
Congo,Arlette Soudan-Nonault,1112681568,Start,6.0,MIDDLE AFRICA
Congo,Jean Félix Demba Telo,1106155664,Stub,6.0,MIDDLE AFRICA
Congo,Abel Thauley-Ganga,1108165600,Stub,6.0,MIDDLE AFRICA
Congo,Georges Yhambot,1109906450,Stub,6.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Jean Andeka,1053665857,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Daniel Aselo Okito,1100883853,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Bertrand Bisimwa,1053663824,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Adam Bombolé,1104298921,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Célestin Cibalonza Byaterana,1053664162,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Martin Parfait Aimé Coussoud-Mavoungou,1097239808,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Emmanuel Dungia,1060647113,C,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Ferdinand Essandja,995332258,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Lugi Gizenga,1107018797,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Clovis Kabongo Malemba,1053664088,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Odilon Kafitwe wa pa Bowa,1063619600,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",François Nicéphore Kakese,1053664863,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Kalenga Riziki Lwango II,1054264870,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Jean Collins Musonda Kalusambo,1053665874,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Norman Kamosi,1066002475,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Oscar Kashala,1087269353,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Banyingela Kasonga,1112278142,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Pierre Honoré Kazadi Lukonda Ngube-Ngube,1002487446,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Jacques Kazadi,1102558299,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Léon Kengo wa Dondo,1084896531,C,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Robert Kidiaba,1105743947,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Seth Kikuni,1001659466,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Jean-Pierre Lola Kisanga,1108329438,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Delphin Kyubwa,1053664236,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Gabriel Kyungu wa Kumwanza,1099410445,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Eric Lenge,1053664625,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Faustin Luanga,1086274369,C,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Guy-Patrice Lumumba,1086692776,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Sultani Makenga,1097897658,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Angèle Makombo,1081392396,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Christian Malanga,1106277637,C,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Franck Mwe di Malila,1053664857,C,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Anne Mbusu,1101655545,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Munga Mibindo,1058408130,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Emile Mota,1106209048,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Josué Alex Mukendi,1053666052,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Daniel Mukoko Samba,1106989449,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Paul-Joseph Mukungubila,1105617422,C,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Medard Mulangala,1101726096,C,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Didier Mumengi,1074734394,C,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Kasongo Munganga,1105966047,C,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Jean-Claude Kazembe Musonda,1098805559,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Jules Mutebusi,1092041837,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Laurent Nkunda,1082692191,C,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Victor Promontorio,1087110784,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Jean-Marie Runiga,1053665820,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Alain Daniel Shekomba,1104802428,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Koloso Sumaili,1053666295,Stub,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Noël K. Tshiani Muadiamvita,1108163676,C,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Emery Wafwana,1092371503,Start,99.0,MIDDLE AFRICA
"Congo, Dem. Rep.",Emmanuel Weyi,1114586215,Start,99.0,MIDDLE AFRICA
Costa Rica,Florentino Alfaro Zamora,956286846,Stub,5.2,CENTRAL AMERICA
Costa Rica,Alejandro Alvarado García,1003975565,Stub,5.2,CENTRAL AMERICA
Costa Rica,Antonio Saldaña,1093440482,Start,5.2,CENTRAL AMERICA
Costa Rica,Armando Aráuz Aguilar,1096079605,Stub,5.2,CENTRAL AMERICA
Costa Rica,Birche,953393149,Stub,5.2,CENTRAL AMERICA
Costa Rica,Tranquilino de Bonilla y Herdocia,1076002437,Stub,5.2,CENTRAL AMERICA
Costa Rica,Juan José de Bonilla y Herdocia,956293523,Stub,5.2,CENTRAL AMERICA
Costa Rica,Miguel de Bonilla y Laya-Bolívar,1049728557,Start,5.2,CENTRAL AMERICA
Costa Rica,Stephan Brunner,1103928769,Stub,5.2,CENTRAL AMERICA
Costa Rica,Florencio del Castillo,1069435039,Start,5.2,CENTRAL AMERICA
Costa Rica,Paola Vega Castillo,1107984404,Stub,5.2,CENTRAL AMERICA
Costa Rica,Ramón Castro y Ramírez,956293548,Stub,5.2,CENTRAL AMERICA
Costa Rica,Ricardo Castro Beeche,1099192652,Stub,5.2,CENTRAL AMERICA
Costa Rica,Teodoro Willink Castro,1108137810,Stub,5.2,CENTRAL AMERICA
Costa Rica,José Joaquín Chaverri Sievert,956297870,Stub,5.2,CENTRAL AMERICA
Costa Rica,José Miguel Corrales Bolaños,1106097216,Stub,5.2,CENTRAL AMERICA
Costa Rica,Correque,1060409498,Start,5.2,CENTRAL AMERICA
Costa Rica,Aquileo J. Echeverría,1077703728,Start,5.2,CENTRAL AMERICA
Costa Rica,El Guarco,982203872,Start,5.2,CENTRAL AMERICA
Costa Rica,Narciso Esquivel y Salazar,956293456,Stub,5.2,CENTRAL AMERICA
Costa Rica,Alberto Fait Lizano,1095090935,Stub,5.2,CENTRAL AMERICA
Costa Rica,Gerardo Gómez Ramírez,942924505,Stub,5.2,CENTRAL AMERICA
Costa Rica,Joaquín Gutiérrez,1054520061,C,5.2,CENTRAL AMERICA
Costa Rica,Gerardo Guzmán Quirós,956298558,Stub,5.2,CENTRAL AMERICA
Costa Rica,Joaquín de Iglesias Vidamartel,956293531,Stub,5.2,CENTRAL AMERICA
Costa Rica,Bernal Jiménez Monge,1099703699,Stub,5.2,CENTRAL AMERICA
Costa Rica,Ramón Jiménez y Robredo,956297739,Stub,5.2,CENTRAL AMERICA
Costa Rica,King Garabito,953412068,Start,5.2,CENTRAL AMERICA
Costa Rica,Pedro María León-Páez y Brown,1060701173,Stub,5.2,CENTRAL AMERICA
Costa Rica,Óscar López (politician),1108071893,Stub,5.2,CENTRAL AMERICA
Costa Rica,Juan de los Santos Madriz y Cervantes,979296974,Stub,5.2,CENTRAL AMERICA
Costa Rica,Marvin Calvo Montoya,1112206196,Stub,5.2,CENTRAL AMERICA
Costa Rica,Félix Arcadio Montero Monge,1097535044,Stub,5.2,CENTRAL AMERICA
Costa Rica,Sonia Marta Mora Escalante,1082026885,Stub,5.2,CENTRAL AMERICA
Costa Rica,José Joaquín Mora Porras,1066725232,Stub,5.2,CENTRAL AMERICA
Costa Rica,Mary Munive,1103929222,Stub,5.2,CENTRAL AMERICA
Costa Rica,Rafael Moya Murillo,956297821,Stub,5.2,CENTRAL AMERICA
Costa Rica,María Teresa Obregón Zamora,1062414934,C,5.2,CENTRAL AMERICA
Costa Rica,Juan de Obregón y Espinosa,1111778447,Start,5.2,CENTRAL AMERICA
Costa Rica,Rodrigo Oreamuno Blanco,1090060729,Stub,5.2,CENTRAL AMERICA
Costa Rica,Joaquín de Oreamuno,1096820977,GA,5.2,CENTRAL AMERICA
Costa Rica,Rafael Francisco Osejo,1034464885,Start,5.2,CENTRAL AMERICA
Costa Rica,Pablo Presbere,1094432381,C,5.2,CENTRAL AMERICA
Costa Rica,Eugenio Padilla Bonilla,994446675,Stub,5.2,CENTRAL AMERICA
Costa Rica,Manuel María de Peralta y Alfaro,1099780917,Start,5.2,CENTRAL AMERICA
Costa Rica,José María de Peralta,1099735450,Start,5.2,CENTRAL AMERICA
Costa Rica,Manuel María de Peralta y López del Corral,1076002485,Stub,5.2,CENTRAL AMERICA
Costa Rica,Cipriano Pérez y Arias,1079012012,Stub,5.2,CENTRAL AMERICA
Costa Rica,Eusebio Prieto y Ruiz,956293601,Stub,5.2,CENTRAL AMERICA
Costa Rica,Carmen Quesada Santamaría,989893885,Stub,5.2,CENTRAL AMERICA
Costa Rica,José Pablo Quirós Quirós,1068141997,Stub,5.2,CENTRAL AMERICA
Costa Rica,Gregorio José Ramírez,1108030896,Start,5.2,CENTRAL AMERICA
Costa Rica,Rafael Ramírez Hidalgo,1003975880,Stub,5.2,CENTRAL AMERICA
Costa Rica,Carlos Ricardo Benavides Jiménez,1101826814,Stub,5.2,CENTRAL AMERICA
Costa Rica,Santiago Mayas,1091891616,Start,5.2,CENTRAL AMERICA
Costa Rica,Siarke,1040860121,Stub,5.2,CENTRAL AMERICA
Costa Rica,Tomás Enrique Soley Soler,956286746,Stub,5.2,CENTRAL AMERICA
Costa Rica,José María Soto Alfaro,1022937864,Start,5.2,CENTRAL AMERICA
Costa Rica,Ricardo Toledo Carranza,1074320861,Stub,5.2,CENTRAL AMERICA
Costa Rica,Nazario Toledo,956293527,Stub,5.2,CENTRAL AMERICA
Costa Rica,Marco Vinicio Vargas Pereira,956297827,Stub,5.2,CENTRAL AMERICA
Costa Rica,Santos Velázquez y Tinoco,956293472,Stub,5.2,CENTRAL AMERICA
Costa Rica,William Forbes (Talamancan king),953571529,Stub,5.2,CENTRAL AMERICA
Cote d'Ivoire,Jean-Jacques Béchio,1097445644,Stub,28.2,WESTERN AFRICA
Cote d'Ivoire,Kandia Camara,1103563722,Start,28.2,WESTERN AFRICA
Cote d'Ivoire,Charles Koffi Diby,1108506945,Stub,28.2,WESTERN AFRICA
Cote d'Ivoire,Étienne Djaument,1102789374,Stub,28.2,WESTERN AFRICA
Cote d'Ivoire,Loubo Augustin Djessou,1055941458,Stub,28.2,WESTERN AFRICA
Cote d'Ivoire,Laurent Dona Fologo,1114825081,Stub,28.2,WESTERN AFRICA
Cote d'Ivoire,Michel Gueu,1107654367,C,28.2,WESTERN AFRICA
Cote d'Ivoire,Marcel Zadi Kessy,1101937624,Start,28.2,WESTERN AFRICA
Cote d'Ivoire,Kaba Nialé,1096406056,Start,28.2,WESTERN AFRICA
Cote d'Ivoire,Sékou Sanogo,994546487,Stub,28.2,WESTERN AFRICA
Cote d'Ivoire,Sidi Tiémoko Touré,1091776866,C,28.2,WESTERN AFRICA
Serbia,Melko Čingrija,1078887578,Start,6.8,SOUTHERN EUROPE
Serbia,Svetozar Pribićević,1093904984,C,6.8,SOUTHERN EUROPE
Serbia,Shqiprim Arifi,1082363143,Start,6.8,SOUTHERN EUROPE
Serbia,Oliver Ivanović,1110781072,C,6.8,SOUTHERN EUROPE
Serbia,Goran Rakić,1105188963,C,6.8,SOUTHERN EUROPE
Serbia,Stjepan Mitrov Ljubiša,1099266672,C,6.8,SOUTHERN EUROPE
Serbia,Vladimir Pavićević,1114141220,Start,6.8,SOUTHERN EUROPE
Serbia,Lazar Tomanović,1006895064,Stub,6.8,SOUTHERN EUROPE
Serbia,Branislav Andjelić,1112602637,C,6.8,SOUTHERN EUROPE
Serbia,Vasilije Antonić,1046397354,Stub,6.8,SOUTHERN EUROPE
Serbia,Sava Bjelanović,1081128278,Start,6.8,SOUTHERN EUROPE
Serbia,Radmilo Bogdanović,1099253389,C,6.8,SOUTHERN EUROPE
Serbia,Milenko Bojanić,1087862924,Stub,6.8,SOUTHERN EUROPE
Serbia,Miloš Bojović (born 1938),1115089134,Start,6.8,SOUTHERN EUROPE
Serbia,Stojan Bošković,1086699221,C,6.8,SOUTHERN EUROPE
Serbia,Dragoslav Ćirković,1067963386,Stub,6.8,SOUTHERN EUROPE
Serbia,Jovan Ćirković,1059400282,Start,6.8,SOUTHERN EUROPE
Serbia,Dobrica Ćosić,1112008531,C,6.8,SOUTHERN EUROPE
Serbia,Branislav Crnčević,1106879636,Start,6.8,SOUTHERN EUROPE
Serbia,Dimitrije Davidović,1087660110,C,6.8,SOUTHERN EUROPE
Serbia,Jovan Dejanović (politician),1108928519,Stub,6.8,SOUTHERN EUROPE
Serbia,Stojimir Dobrosavljević,948320646,Stub,6.8,SOUTHERN EUROPE
Serbia,Petar Dobrović,1089075335,Start,6.8,SOUTHERN EUROPE
Serbia,Đura Dokić,1070594815,Start,6.8,SOUTHERN EUROPE
Serbia,Panta Draškić,1064162273,Start,6.8,SOUTHERN EUROPE
Serbia,Milorad Drašković,1092900587,Start,6.8,SOUTHERN EUROPE
Serbia,Jovan Dučić,1082211776,C,6.8,SOUTHERN EUROPE
Serbia,Milica Đurđević Stamenkovski,1113717164,Start,6.8,SOUTHERN EUROPE
Serbia,Željko Fajfrić,1099453530,Stub,6.8,SOUTHERN EUROPE
Serbia,Jevrem Grujić,1080713581,C,6.8,SOUTHERN EUROPE
Serbia,Branislav Ikonić,1098336710,Stub,6.8,SOUTHERN EUROPE
Serbia,Jovan Ilić,1113205322,Start,6.8,SOUTHERN EUROPE
Serbia,Vlada Ilić,1078683933,GA,6.8,SOUTHERN EUROPE
Serbia,Trivo Inđić,1113389874,Start,6.8,SOUTHERN EUROPE
Serbia,Antonije Isaković,1057235218,Stub,6.8,SOUTHERN EUROPE
Serbia,Golub Janić,1083111280,Start,6.8,SOUTHERN EUROPE
Serbia,Đurica Jojkić,1059798583,Stub,6.8,SOUTHERN EUROPE
Serbia,Dragić Joksimović,1100853216,Stub,6.8,SOUTHERN EUROPE
Serbia,Dragutin Jovanović-Lune,1079710510,Start,6.8,SOUTHERN EUROPE
Serbia,Dragan Jovanović (Yugoslav politician),1110036654,Stub,6.8,SOUTHERN EUROPE
Serbia,Ljubomir Jovanović,1087632901,Start,6.8,SOUTHERN EUROPE
Serbia,Stevan Knićanin,1102396011,C,6.8,SOUTHERN EUROPE
Serbia,Milan Komnenić,1070857261,Start,6.8,SOUTHERN EUROPE
Serbia,Josif Kostić,1083961566,Stub,6.8,SOUTHERN EUROPE
Serbia,Drago Kovačević,1106827460,Start,6.8,SOUTHERN EUROPE
Serbia,Milan Kovačević,1106995814,Start,6.8,SOUTHERN EUROPE
Serbia,Bogoljub Kujundžić,1004921811,Start,6.8,SOUTHERN EUROPE
Serbia,Ognjen Kuzmanović,1012902271,Stub,6.8,SOUTHERN EUROPE
Serbia,Panta Lunjevica,1021098036,Stub,6.8,SOUTHERN EUROPE
Serbia,Čedomir Marjanović,1040820548,Stub,6.8,SOUTHERN EUROPE
Serbia,Svetozar Marković,1074947381,C,6.8,SOUTHERN EUROPE
Serbia,Dobrica Matković,1004905451,Stub,6.8,SOUTHERN EUROPE
Serbia,Branko Mikašinović (politician),1030919277,Stub,6.8,SOUTHERN EUROPE
Serbia,Miroslava Milenović,1108423117,Start,6.8,SOUTHERN EUROPE
Serbia,Stevan Milosavljević,1072287796,Start,6.8,SOUTHERN EUROPE
Serbia,Jevrem Nenadović,1086133404,Start,6.8,SOUTHERN EUROPE
Serbia,Radovan Ničić,1099986846,Stub,6.8,SOUTHERN EUROPE
Serbia,Đorđe M. Pavlović,1057492147,Stub,6.8,SOUTHERN EUROPE
Serbia,Medo Pucić,1081085155,C,6.8,SOUTHERN EUROPE
Serbia,Stanko Radmilović,1031975915,Start,6.8,SOUTHERN EUROPE
Serbia,Zoran Radojičić,1104115420,Start,6.8,SOUTHERN EUROPE
Serbia,Miljko Radonjić,1089243958,Stub,6.8,SOUTHERN EUROPE
Serbia,Miloš Radosavljević (politician),1008868122,Stub,6.8,SOUTHERN EUROPE
Serbia,Žika Rafajlović,1010417854,Start,6.8,SOUTHERN EUROPE
Serbia,Mita Rakić,1074905694,Start,6.8,SOUTHERN EUROPE
Serbia,Dušan Salatić,1056918453,Stub,6.8,SOUTHERN EUROPE
Serbia,Aleksandar Sandić,1086770734,C,6.8,SOUTHERN EUROPE
Serbia,Miloš Savčić,1090027162,FA,6.8,SOUTHERN EUROPE
Serbia,Arsenije Sečujac,1081133569,Start,6.8,SOUTHERN EUROPE
Serbia,Stojan Simić,1059405629,Start,6.8,SOUTHERN EUROPE
Serbia,Milan Smiljanić (priest),1009635579,Start,6.8,SOUTHERN EUROPE
Serbia,Dragi Stamenković,1061050680,Stub,6.8,SOUTHERN EUROPE
Serbia,Jovica Stanišić,1077489604,GA,6.8,SOUTHERN EUROPE
Serbia,Tenka Stefanović,1074112381,Stub,6.8,SOUTHERN EUROPE
Serbia,Dragiša Stojadinović,1099456616,C,6.8,SOUTHERN EUROPE
Serbia,Savo Štrbac,1099456873,Start,6.8,SOUTHERN EUROPE
Serbia,Jovan Subotić,1099456936,C,6.8,SOUTHERN EUROPE
Serbia,Ilija Šumenković,1109096396,Start,6.8,SOUTHERN EUROPE
Serbia,Ranko Tajsić,1079699589,Start,6.8,SOUTHERN EUROPE
Serbia,Teodosije Maričević,1049200540,Start,6.8,SOUTHERN EUROPE
Serbia,Mirko Tepavac,990045262,Stub,6.8,SOUTHERN EUROPE
Serbia,Vasilije Trbić,1105497413,C,6.8,SOUTHERN EUROPE
Serbia,Miloš Trifunović (politician),1100996406,GA,6.8,SOUTHERN EUROPE
Serbia,Miloš Trivunac,1008868237,Start,6.8,SOUTHERN EUROPE
Serbia,Dimitrije Tucović,1062103511,C,6.8,SOUTHERN EUROPE
Serbia,Jovan Valenta,1079707469,Start,6.8,SOUTHERN EUROPE
Serbia,Aleksandar Vasić (politician),892673943,Stub,6.8,SOUTHERN EUROPE
Serbia,Dragan Velikić,1061323531,Stub,6.8,SOUTHERN EUROPE
Serbia,Jovan Veselinov,1095927947,Stub,6.8,SOUTHERN EUROPE
Serbia,Đorđe Vojnović,1024357513,Stub,6.8,SOUTHERN EUROPE
Serbia,Milorad Vučelić,1114761288,Start,6.8,SOUTHERN EUROPE
Serbia,Gavro Vučković Krajišnik,1107975991,Start,6.8,SOUTHERN EUROPE
Serbia,Milija Zdravković,1103151078,Stub,6.8,SOUTHERN EUROPE
Serbia,Dušan Zelenbaba,1094283630,Start,6.8,SOUTHERN EUROPE
Serbia,Nebojša Zelenović,1099395107,Start,6.8,SOUTHERN EUROPE
Serbia,Petar Živković,1104129672,Start,6.8,SOUTHERN EUROPE
Serbia,Usame Zukorlić,1102194323,Start,6.8,SOUTHERN EUROPE
Cuba,Prime Ministers of Cuba,934437679,Stub,11.1,CARIBBEAN
Cuba,President of Cuba,1112307334,C,11.1,CARIBBEAN
